event_date,inst_date,pkg,utm_source,utm_campaign,utm_medium,utm_creative,utm_country,cv,user_id,template_id,edit_action,prev_action,tpl_action,result_action,ud_result_info,result_watermark,photo_action,eventCount
2022-10-20,2022-10-07,com.video.music.editor.maker,TikTok,catcut_伊斯兰_WSY_0918_阿联酋 (1744272685038641),cc_沙特_WSY_0921 (1744505458052145),in_220825_chenweiyu_9X16_vido17+1.mp4_001 (1744505461196849),ae,1.4.24,ac4b0bb81ee5d2bc6596de7b0a1776c196859b96,2592,,,120,,,,,1
2022-10-20,2022-10-05,com.video.music.editor.maker,TikTok,catcut_gcc_出量_wl_02_0922 (1744665743244305),catcut_gcc_出量_wl_02_0922 (1744665736607762),pk_210830_chinweiyu_1X1_vido16.mp4_001 (1744665748789249),ae,1.4.24,c9dca6341e2cb33d3561fea39f6b4748cb98a71c,2a3d,,,120,,,,,1
2022-10-20,2022-10-19,com.video.music.editor.maker,Organic,,,,ae,1.4.24,0e9a45755a9c916f93bb348ce6ccd7d924103f44,9f0c,,,120,,,,,1
2022-10-20,2022-09-25,com.video.music.editor.maker,TikTok,catcut_伊斯兰_WSY_0918 (1744272685038641),cc_沙特_WSY_0921 (1744505458052145),in_220902_chenweiyu_9X16_vido7.mp4_002 (1744505461195809),ae,1.4.24,4cd8c6459649ade9cd1e9a6b97fd57a18f73bc6b,7590,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_gcc_10出量_spc_wl_1019 (1747111901035522),广告组 20221019063247 (1747111901035538),in_221010_zhangguiping_1X1_vido5.mp4_004 (1747111909774354),ae,1.4.24,0b1fe90c1209a289ea08f930f111ce5d24dae37d,1cff,,,120,,,,,1
2022-10-20,2022-09-29,com.video.music.editor.maker,TikTok,catcut_伊斯兰_WSY_0918_阿联酋 (1744272685038641),cc_沙特_WSY_0921 (1744505458052145),pk_210816_chenweiyu_1X1_vido03.mp4_002 (1744505458075681),ae,1.4.24,f045e6090ed2e5c90413e0d147edf8436d43d9bd,f34c7cbe71654280ae3e519ed19b389e,,,120,,,,,1
2022-10-20,2022-10-01,com.video.music.editor.maker,TikTok,catcut_gcc_出量_wl_02_0921 (1744578549881857),catcut_gcc_出量_wl_02_0921 (1744578548646930),in_220831_chenweiyu_9X16_vido3--24.mp4_001 (1744578552747042),ae,1.4.24,0f2d5c07b84a606d4e66d47de2862f3cdf20ebac,0b92,,,120,,,,,1
2022-10-20,2022-10-05,com.video.music.editor.maker,TikTok,catcut_gcc_出量_wl_02_0922 (1744665743244305),catcut_gcc_出量_wl_02_0922 (1744665736607762),pk_210830_chinweiyu_1X1_vido16.mp4_001 (1744665748789249),ae,1.4.24,c9dca6341e2cb33d3561fea39f6b4748cb98a71c,d8dd2e5faeb046f1afe9281ac9d831a6,,,120,,,,,1
2022-10-20,2022-10-11,com.video.music.editor.maker,TikTok,catcut_gcc_出量_wl_02_0922 (1744665743244305),catcut_gcc_出量_wl_02_0922 (1744665736607762),pk_210830_chinweiyu_1X1_vido16.mp4_004 (1744665748789297),ae,1.4.24,5ad60c99eb3ba9a1c63d7d7e11fc631feb6e58f2,c4bd9fd8a7fe478882e239c35cbb3292,,,120,,,,,1
2022-10-20,2022-09-25,com.video.music.editor.maker,TikTok,catcut_伊斯兰_WSY_0918 (1744272685038641),cc_沙特_WSY_0921 (1744505458052145),in_220902_chenweiyu_9X16_vido7.mp4_002 (1744505461195809),ae,1.4.24,4cd8c6459649ade9cd1e9a6b97fd57a18f73bc6b,2bab,,,120,,,,,1
2022-10-20,2022-09-28,com.video.music.editor.maker,TikTok,catcut_mid_JY_0914_jingpin_chuliang (1743936836583458),catcut_mid_JY_0914_jingpin_chuliang (1743936836371473),文件01.mp4_2022-08-24 17:24:31 (1743936845421570),ae,1.4.24,5dcf0c779a72a268bd48d977fb732c3d590c61d3,181b19fdf9f243bfb72b3de99ad11c6c,,,120,,,,,1
2022-10-20,2022-10-12,com.video.music.editor.maker,Organic,,,,ae,1.4.24,3444a1b8ab93fdb9e5957c8c14b196ac2aa96a1e,131ccec8098b4b3bad175838254e382b,,,120,,,,,1
2022-10-20,2022-10-12,com.video.music.editor.maker,Organic,,,,ae,1.4.24,3444a1b8ab93fdb9e5957c8c14b196ac2aa96a1e,095c08d524554c7f8b0b2f12d3f6cb3f,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_中东_WSY_0930 (1745363009158177),0930_catcut_中东_WSY_优秀素材 (1745363010721809),catcut_in_220920_liaoluhui_1X1_boy04.mp4_002 (1745363019792402),ae,1.4.24,99cdb169ca39db2fa8165b9c5298a657c0fc919d,9f0c,,,120,,,,,1
2022-10-20,2022-10-09,com.video.music.editor.maker,Organic,,,,ae,1.4.24,26f71547e4c52b2fba6a132ca292510e3ef0ac38,2d9c,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_中东_WSY_1012_zgp (1746296507642898),catcut_中东_WSY_1012 (1746451611893778),in_221010_zhangguiping_1X1_vido5.mp4_001 (1746451617354786),ae,1.4.24,d83e30db288b9da59bd661894e2ea935081c2f0f,0697b8cce01e435392decb5fabaab25e,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_中东_WSY_0930 (1745363009158177),0930_catcut_中东_WSY_优秀素材 (1745363010721809),catcut_in_220920_liaoluhui_1X1_boy05.mp4_005 (1745363019796514),ae,1.4.24,c8afbbab895ca9bf1e586bfa968ac6d370a579bb,ffac,,,120,,,,,1
2022-10-20,2022-10-18,com.video.music.editor.maker,Organic,,,,ae,1.4.24,437ef2244092e9329f17b7b73e355be892c8e718,29c1e108699d4ee7b8cdcef979582d52,,,120,,,,,1
2022-10-20,2022-10-07,com.video.music.editor.maker,Bigo,catcut_中东_wsy_0930,catcut_中东_wsy_boy,iaoluhui_1X1_boy05.mp4,ae,1.4.24,463565de2d9937031aa2144f2b6ae19f05af7d59,4ea6,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,Unattributed,,,,ae,1.4.24,9515e6717592bb3e7af572482f372c49417a8b50,0b92,,,120,,,,,1
2022-10-20,2022-09-25,com.video.music.editor.maker,TikTok,catcut_伊斯兰_WSY_0918 (1744272685038641),cc_沙特_WSY_0921 (1744505458052145),in_220902_chenweiyu_9X16_vido7.mp4_002 (1744505461195809),ae,1.4.24,4cd8c6459649ade9cd1e9a6b97fd57a18f73bc6b,0b92,,,120,,,,,1
2022-10-20,2022-10-12,com.video.music.editor.maker,TikTok,catcut_AE_JY_1003_couple (1745644120189969),catcut_AE_JY_1003_couple_1t5 (1745644135555122),catcut_in_220920_liaoluhui_1X1_couple3.mp4_001 (1745644146555921),ae,1.4.24,33231377c9f40157c3ace8fe597955067409b525,7811062ad782457eb7039e1bc466ca8b,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_ae_cp1-5_wl_02_1010 (1746294937353249),catcut_ae_cp1-5_wl_02_1010 (1746294943790098),catcut_in_220920_liaoluhui_1X1_couple3.mp4_001 (1746295047880721),ae,1.4.24,427e84482f2765c45a88575b4f377d5dded513e1,296cb3868ef2476ba85689dde918eb4a,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_中东_WSY_0930 (1745363009158177),0930_catcut_中东_WSY_优秀素材 (1745363010721809),catcut_in_220920_liaoluhui_1X1_boy05.mp4_005 (1745363019796514),ae,1.4.24,c8afbbab895ca9bf1e586bfa968ac6d370a579bb,2a2b4f212a5b4a4e85bd80484c62502a,,,120,,,,,1
2022-10-20,2022-10-12,com.video.music.editor.maker,Untrusted Devices,Anonymous IPs,,,ae,1.4.24,9fc231e70550d077fcf3cd411e5137ec22415ce4,1894,,,120,,,,,1
2022-10-20,2022-10-20,com.video.music.editor.maker,TikTok,catcut_gcc_13迭代_spc_wl_1013 (1746568453358610),catcut_gcc_13迭代_spc_wl_1013 (1746568453358626),in_221013_zhangguiping_1X1_vido1.mp4_001 (1746568454520834),ae,1.4.24,bb40a29d2d026c1ee739fa80eb42d972b0daf24d,3969bde9ca4f45b2bbeb4eaec5bcdab6,,,120,,,,,1
2022-10-20,2022-09-25,com.video.music.editor.maker,TikTok,catcut_伊斯兰_WSY_0918 (1744272685038641),cc_沙特_WSY_0921 (1744505458052145),in_220902_chenweiyu_9X16_vido7.mp4_002 (1744505461195809),ae,1.4.24,4cd8c6459649ade9cd1e9a6b97fd57a18f73bc6b,dc668ecf571f4b45a53f2e1b2dda35e2,,,120,,,,,1
